"","y","x_1","x_2","x_3","x_4_f","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17"
"1",42.502005540701,21.3480299101876,24.7642017069938,19496.8135709241,"4",82.2663004480167,73.3831705777979,1.74065504185089,3.04249804412949,"c",-0.479240724445258,9.82413561424334,30.2294463320986,-11.1524692966153,-4.21322868356201,53.1153249236631,-52.6937606898914,1.13194199012045
"2",30.5429322793974,16.8500729298036,19.8100297911225,7758.76293933402,"3",67.5496969920629,49.8162354860512,2.3475341484938,2.87510442494899,"b",-7.45267963342643,19.3207194282745,9.15666188653248,-4.78294546306114,-9.04271408152941,48.0165339518633,-47.420812624257,6.0646300651891
"3",31.3534853999863,24.3432991382613,26.0601820702623,13556.1926492245,"2",96.7498548409424,71.1506201531596,70.6277261188516,3.15216535953414,"a",6.40351931206743,25.0660679971185,26.7802798087813,-14.6398285196968,5.41461158297636,50.1173891182243,-50.8111097331014,-11.2073119054816
"4",14.0597357346202,28.6359775855762,32.3568889940325,19172.9764762801,"3",117.542753466554,88.6509017884591,4.24911500878851,3.45086633783473,"b",-3.6326224005837,15.0533266450308,32.2199598994082,-18.830669135769,-9.46444480743934,47.882600898023,-46.6830754229406,2.6531791899313
"5",56.9050415883848,20.1209382088386,22.2794522164165,12449.7495626311,"1",81.1530880422214,57.6876219876538,81.1049129966503,2.64267867260986,"b",26.5356834697452,752.352889706886,34.4212251706004,-8.01959992055223,27.439743166669,46.5180567933079,-42.8593998075683,-26.936586322663
"6",11.7500537718274,21.8401258849626,24.269787528123,29210.5919942575,"4",89.1873506632042,64.4729642465895,4.71277589927481,2.90040991977696,"a",6.75432900481786,35.8688221047077,34.7510408598883,-14.4027077022473,6.73795560607307,52.5944166724582,-51.4768645433583,-7.6499914071239
"7",28.4927385009198,13.4539785089574,15.9813695281889,2173.2136461298,"2",53.7811883233593,35.5209713763789,36.3677263536043,2.71800514754681,"b",6.58973413827587,33.5471361062127,8.95543217200096,-4.24052968207369,8.78854985218604,50.5106036366055,-49.643847814862,-4.61415405847509
"8",33.9562734651229,23.693109653557,25.6316096644727,10604.3146300618,"2",95.3128903079106,69.8751224701417,69.6240236618188,3.12126497102425,"b",-3.70660171287424,3.06630602353331,16.8292931270361,-12.826515265684,-4.78725381979001,41.7177703608086,-39.5339184824853,6.78203831081872
"9",60.1637385475449,20.224364936875,23.3243472589127,15213.6572235131,"1",79.7576516790644,62.1811972615209,79.7879311840084,2.8647721483708,"b",-4.4633251701026,32.6593856865705,20.3657675168156,-9.65682001174314,-4.23866550113562,55.4851639177802,-50.5399119265247,4.78256390817835
"10",25.7871781913952,14.758013999394,16.973288903129,10339.0043015395,"4",54.9060778218241,46.02481276765,4.68474632553782,2.44921539693055,"c",1.52975109814714,1.80180094351393,6.96554627530977,-9.22966180619541,-0.607718856210042,55.9916126913578,-52.8485742393494,2.07009683565013
"11",36.9180124814748,28.6392554522287,29.8497360920025,34318.0359187533,"1",117.055660667188,84.1224470415882,118.104205269698,3.31822198097135,"b",-2.2879749435403,11.3985296909867,25.3820747187875,-17.1117156697191,1.32473263149977,47.9774226008283,-47.1877267684887,7.87827171542108
"12",23.578351913379,14.1070013048876,15.7028784610996,3438.57260864809,"3",56.3142533976237,41.7290062578678,1.70595157312843,2.48368872610031,"a",12.154207902013,86.6063598266901,13.8426106650546,-3.18133520150639,11.1704850433714,46.2402403677462,-45.5836206486183,-11.0798504041279
"13",34.0742633322607,23.2660335554845,27.0661443830381,13720.4001665916,"3",92.0406379364204,71.1213515353658,2.02435109839473,2.93244751942387,"a",20.2856230307392,596.512339896679,39.0722619218696,-12.8508271860741,14.6921266216975,59.9176148441591,-62.620120233277,-18.4374513598019
"14",-1.84312245807218,18.1571675414818,21.4740031767046,8212.34108567981,"4",74.7693158028074,54.2610500734487,3.05549012189817,3.0529992498738,"a",-10.7059415500074,69.5129775663295,16.6904335425175,-8.01329164042502,-11.2829195470639,53.1396887244031,-54.7117928446508,12.6351210985738
"15",13.3364576931363,17.0022267822761,18.8410461417265,3857.57271896954,"3",69.0674721231263,43.1145535934857,3.3639320694657,2.5760171189236,"a",6.04596824863269,26.2033968059587,25.5776884378346,-7.97927659217748,6.08549169017042,53.265116181831,-51.6309262189536,-5.1961831737354
"16",13.1757980952588,20.2730258272868,23.6944732314421,9764.7531634493,"1",81.2208640902555,62.6660493354885,79.0614589028798,2.8228600203529,"c",-5.00648016493815,3.13468741255871,18.0742290987849,-11.1674225671163,-6.31385268129969,40.5393070489891,-39.4111828830807,9.04097217003704
"17",38.2448051259684,28.5383871272468,30.9566964034207,25453.9894537308,"3",113.033894677301,89.0432276095667,4.12049732881062,3.52672645263881,"c",-3.15823281483792,25.9793445725272,28.0484199702253,-17.2161345530382,-7.68137962138444,49.0693121379759,-51.3785461091423,0.879184193807647
"18",32.718033942941,14.5281351221085,18.2933249535679,11135.2623288511,"1",60.1376681499902,42.8071817596921,61.1383616400835,2.75737123375248,"c",0.0278307911470267,0.011408950651995,16.2943550164805,-7.50378439319824,-0.110930014092642,44.2796956929838,-46.3946879978279,4.54386256597252
"19",37.5694447171264,18.553590877518,21.0412248001525,10389.5751754932,"4",71.4879073534035,54.9082639458575,2.54555290941718,3.07670234606674,"b",20.3738113731373,408.348268434084,18.0830346326828,-4.06340456555264,16.0307383721381,50.4747154029274,-49.52132481147,-21.6221368863987
"20",38.5258928183372,31.037064804019,33.7687268423174,48030.7110918207,"1",121.107106144709,95.1249513225058,120.75430465143,3.75197631725122,"b",-4.57751613850052,7.39152865817524,25.4361055845454,-21.4950542117291,-3.55452852214488,46.6615836165938,-46.0971510254299,0.404010424916628
"21",10.3108212568458,22.5937450325081,25.0076579679647,9662.85692259002,"3",94.8673473096051,64.2507886024865,1.23866090507465,3.35799626472432,"b",-22.1270605413521,545.806309269468,10.7339361440518,-13.0111590003831,-20.3041241740221,51.5651211263684,-53.3277254846736,25.0950446248429
"22",34.1035651014395,12.9754103207985,17.1651538645864,2192.3404521414,"1",49.3082293624325,29.9464372986215,51.1588646716275,3.12428876369765,"b",-17.3273181143753,219.141144797012,4.12266154323546,4.60055690714586,-13.8584798803858,59.6869320286025,-61.4104575712106,17.7166375703668
"23",64.5272471871956,30.0743224007955,32.4094018300198,32825.5511485686,"1",122.803785293318,85.7165527908081,122.173024055314,3.48711786110051,"c",3.70687963376186,13.5345183012395,39.7869232827117,-24.2001420389625,-3.15362848689998,51.892903257286,-51.2696639567289,-6.3379099648647
"24",8.71588578846054,14.0592083148747,17.0758872756668,4855.74519982527,"4",55.3126983965971,41.950245016641,3.15090905804802,2.52713274369615,"a",8.59446986289926,5.97806827202007,8.44743189486537,-10.6297158942548,9.61183011224607,49.6966490035289,-51.372083052704,-8.97413282876181
"25",20.8485846649186,20.9519040379407,23.8447024261806,9788.89029568876,"3",84.7353286228477,62.3045566339012,4.13298299606604,2.91215318802133,"a",10.5166588936587,61.116349187566,26.149956325028,-12.518075245396,9.21223447233332,49.0440555165737,-46.2664447464758,-6.79874801228121
"26",26.3873763734846,14.1513204497272,16.5121390352806,2599.22359628469,"3",60.1724376221112,38.9057098431121,3.96258208411409,2.8098956239455,"c",5.08050984412425,26.0558632405738,20.5680046651397,-4.40318493747846,5.4873152278902,47.263197200748,-49.0369260541967,1.68546849420564
"27",31.3797780637205,19.8095922027782,24.3459918607658,4414.76655767566,"4",80.1715859524697,57.8978348077106,2.61207453535968,2.92350279367278,"c",-12.6462042550199,249.746683151598,14.8702992594914,-12.1609275439778,-19.6780204350443,38.8605109822921,-38.1474962768394,13.5520047791794
"28",36.6830206956046,31.7710213048846,36.0858038286267,30282.2501877123,"2",128.540840373466,89.9469808311847,88.4836866623308,3.5775088952773,"a",14.4163632263049,197.881704392676,42.472132199242,-20.5787261702204,19.217425834369,51.5489582956271,-55.6499784979211,-16.4715408451805
"29",13.5676160616598,26.9671312968659,30.3110022199833,17881.6672185839,"2",111.742063028665,82.4941549188756,82.1753822943307,3.6218596186927,"a",0.531507771645048,2.84483781318913,25.0622060475944,-16.6398057408575,8.73352084000367,65.6312936596999,-62.9185395383724,-3.32472971766052
"30",18.5222711420214,17.1983382061091,21.0152560382792,12938.061802462,"4",71.8413798074219,44.3056505724608,4.10073404708224,2.76364633083809,"a",15.7152617955355,359.084910089669,18.5900057358888,-3.77315971169956,22.6074147559833,49.7853231247829,-51.5620802729638,-13.023804384512
"31",25.4749956245958,16.6427030821461,20.7380317635309,4257.97630632214,"1",64.0454346314887,55.9900591642617,63.5573093411958,2.79560115971656,"b",19.5717445386642,260.62759774985,25.1941346315418,-6.83025381714122,20.1812518218095,45.6497487373978,-44.2305715766842,-18.5467883886549
"32",11.9939430101099,22.4621927736547,26.5809458625629,15326.5866926638,"3",91.2307321760426,68.2272697459077,3.59704960937109,2.99045119071637,"b",1.48916639555146,0.35410801413374,36.6480096264497,-13.1264049573396,10.3597279726829,52.1597815583083,-49.4846332023557,0.0423431852729945
"33",31.28849273127,14.1030474191197,15.5698506158219,5479.39677116902,"2",54.1218351172835,43.8384339937805,41.2361467487316,2.69882959948476,"c",-2.99987928802168,10.763179935459,15.8278689587318,-1.32759351144825,-7.64246912644549,51.7545345317261,-50.3892179094434,1.55141030196021
"34",8.47231027671311,14.706412740442,18.1837780299111,4317.90879200796,"2",62.956828881627,39.0494060001323,36.7069872828144,2.72789659616589,"b",-3.64724782913042,25.8860787607654,12.5227306295013,-3.7170144566755,0.508017726374577,47.5646510247428,-46.5459130384722,4.47945965330688
